content,date,lang,is_retweet
“The Democrats are so immersed in this (SCAM). They couldn’t care less about the American people!” @RushLimbaughEIB,2019-11-01 13:33:50,en,False
"Wow, a blowout JOBS number just out, adjusted for revisions and the General Motors strike, 303,000. This is far greater than expectations. USA ROCKS!",2019-11-01 12:52:00,en,False
Chicago will never stop its crime wave with the current Superintendent of Police. It just won’t happen! Thank you to Kevin Graham and all of the GREAT Chicago Police Officers I just had the privilege to meet. Tremendous crime fighting potential if allowed to do your thing!,2019-11-01 12:39:58,en,False
"“This is the biggest, most disgusting scandal, and it’s all on the Democrat  Party that has highjacked the Impeachment process, our tax dollars, the House of Representatives, to push their 2020 Election. That’s what’s going on.” @marklevinshow  Cannot be said any better!",2019-11-01 12:29:39,en,False
“It has been 3 years and Donald Trump hasn’t done anything wrong. Donald Trump hasn’t done a single thing of which he has been accused.” @RushLimbaughEIB  @seanhannity  A Witch Hunt like no other!,2019-11-01 12:14:36,en,False
Thanks Lee! https://t.co/TE5xHk3YzO,2019-11-01 12:09:10,en,False
"New: Tim Morrison said he didn't think the president broke the law on his call with Zelensky, and that he didn't think there were any meaningful lines missing from the WH memo about that phone call.

Republicans see the statement as very good news

Piece: https://t.co/gEy1UZSg4n",2019-11-01 03:48:46,en,True
But the Crooked Democrats don’t want people to know this! Thank you to Tim Morrison for your honesty. https://t.co/1AxrArFJ6c,2019-11-01 03:48:12,en,False
A great place! https://t.co/4RfSNw3RZf,2019-11-01 02:00:07,en,False
Thank you! https://t.co/8yUP8Pex8c,2019-11-01 01:57:18,en,False
"....this decision, but in the end it will be best for all concerned. As President, I will always be there to help New York and the great people of New York. It will always have a special place in my heart!",2019-11-01 01:32:45,en,False
"....New York, and always will, but unfortunately, despite the fact that I pay millions of dollars in city, state and local taxes each year, I have been treated very badly by the political leaders of both the city and state. Few have been treated worse. I hated having to make....",2019-11-01 01:32:44,en,False
"1600 Pennsylvania Avenue, the White House, is the place I have come to love and will stay for, hopefully, another 5 years as we MAKE AMERICA GREAT AGAIN, but my family and I will be making Palm Beach, Florida, our Permanent Residence. I cherish New York, and the people of.....",2019-11-01 01:32:44,en,False
The Dems days of bullying the American people are over— they will not disenfranchise the voters in 2020 with a sham impeachment. https://t.co/L4zp2PxBDq,2019-11-01 00:50:38,en,True
"Headline November 11, 2020: “Exit Polls link loss of more than two dozen 'moderate' Dem seats to Schiff's impeachment resolution.""  wenty-nine of 31 House Dems who hold districts Trump won in 2016 vote to move forward with the impeachment probe into the president.”",2019-11-01 00:50:14,en,True
The home of Nancy Pelosi. I can’t believe her voters can be happy with the job she and the Do Nothing Democrats are doing! San Francisco has really gone down hill. So sad! https://t.co/z0Tms6gkDy,2019-11-01 00:48:11,en,False
Heroin addict drags NYPD cop with his car — and wins $11 million in court https://t.co/jWsRXdljBj via @nypmetro,2019-11-01 00:38:45,en,True
"While the Do Nothing Democrats FAIL the American People, and continue the Impeachment Scam, my Administration will continue to deliver REAL RESULTS, as seen over the past month, below! https://t.co/dxjHusgiFX",2019-10-31 22:44:26,en,False
"“…surrounded by enemies and spies catching and perverting every word that falls from my lips or flows from my pen, and inventing where facts fail them.” -Thomas Jefferson’s reflections on Washington, D.C. in a letter to his daughter Martha.
Some things never change, dad!",2019-10-31 22:43:52,en,True
"Just voted NO on the impeachment inquiry resolution.

Doesn’t ensure minority subpoena power or release of transcripts. Doesn’t equally allocate staffing between parties. Doesn’t allow POTUS’ counsel to be present to question witnesses &amp; present evidence. It’s just a Schiff Show.",2019-10-31 20:19:17,en,True
"Democrats don't care about the facts or passing legislation. They only care about impeaching the President less than 13 months before an election. 

The American people see right through @RepAdamSchiff's sham #impeachment process.  

It's time to move on. https://t.co/xZdxwDPqOL",2019-10-31 20:19:14,en,True
"Democrats keep trying to tell you they're *reluctantly* pursuing impeachment.

Reminder: since @realDonaldTrump took office, they've tried to force impeachment votes THREE times. Once in 2017, '18, and earlier in '19.

Reluctant? Please. Democrats are a party craving impeachment.",2019-10-31 20:19:13,en,True
"Washington Democrats made every effort to take down this President with a fake Russian collusion scandal

It failed

This Ukraine fairytale and subsequent impeachment vote is their second try

This effort will fail too",2019-10-31 20:18:59,en,True
"The worst part about their sham impeachment is all the things that are NOT getting done:
✖️ Government is NOT funded 
✖️ Our military is NOT getting a pay raise
✖️ #USMCA is NOT ratified
 
They are making America weaker just because they dislike this president. https://t.co/12wBf0c92r",2019-10-31 20:18:56,en,True
"Today, @HouseDemocrats will continue an impeachment inquisition that is nothing more than an illegitimate witch-hunt. The American people deserve better than this.

Let’s be clear - this is not about truth &amp; justice, this is is about fear &amp; hatred of @realDonaldTrump. https://t.co/BHe7TTXvvc",2019-10-31 20:18:50,en,True
"After weeks of Adam Schiff's secret hearings &amp; selective leaks, the Do-Nothing-Dems are trying to legitimize the unfair inquiry already underway. This resolution is a mirage – a false sense of fairness, transparency &amp; due process. This sham contains none of those American values.",2019-10-31 20:18:40,en,True
"BREAKING ⇒ 100% of Republicans just voted AGAINST this sham impeachment. Two Democrats joined us.

Speaker Pelosi and Chairman Schiff have both insisted that impeachment should be bipartisan. The only bipartisan vote today was AGAINST impeachment.",2019-10-31 20:18:37,en,True
Voted AGAINST Impeachment Resolution. Voted FOR Constitution and America. The fight goes on. God Bless America!,2019-10-31 20:18:35,en,True
"Today’s vote on the impeachment resolution is a continuation of the farce that Speaker Pelosi and Chairman Schiff are trying to pull on America. They are trying to remove the people’s duly elected President with a biased, partisan process, and no information shared to the public. https://t.co/kzwRzHS5BJ",2019-10-31 20:18:32,en,True
Fact: Pelosi’s inquiry is officially the first presidential impeachment inquiry in modern history authorized by members of only one party.,2019-10-31 20:18:25,en,True
"🚨 BREAKING: Dems are voting to continue their Soviet-style impeachment scheme.

They're not interested in due process.

They're not interested in ending Schiff's secretive witch hunt.

They're not interested in transparency.

They just want to rig 2020 against @realDonaldTrump. https://t.co/xM5Wj2xn2t",2019-10-31 20:18:22,en,True
Trick-or-Treat  @WhiteHouse #Halloween2019 https://t.co/fkxu03qImu,2019-10-31 17:42:10,en,True
The Greatest Witch Hunt In American History!,2019-10-31 15:31:46,en,False
The Impeachment Hoax is hurting our Stock Market. The Do Nothing Democrats don’t care!,2019-10-31 14:57:30,en,False
"....our manufacturers. We should have lower interest rates than Germany, Japan and all others. We are now, by far, the biggest and strongest Country, but the Fed puts us at a competitive disadvantage. China is not our problem, the Federal Reserve is! We will win anyway.",2019-10-31 14:37:45,en,False
"People are VERY disappointed in Jay Powell and the Federal Reserve. The Fed has called it wrong from the beginning, too fast, too slow. They even tightened in the beginning. Others are running circles around them and laughing all the way to the bank. Dollar &amp; Rates are hurting...",2019-10-31 14:37:39,en,False
READ THE TRANSCRIPT!,2019-10-31 13:29:19,en,False
"China and the USA are working on selecting a new site for signing of Phase One of Trade Agreement, about 60% of total deal, after APEC in Chile was canceled do to unrelated circumstances. The new location will be announced soon. President Xi and President Trump will do signing!",2019-10-31 13:24:32,en,False
"The reality is that political ads are usually arguably true and arguably false. So who gets to decide what’s true and what’s not becomes the key question. In this polarized atmosphere, whom would you trust to make the calls? https://t.co/QbCjpQXmKu",2019-10-31 12:52:08,en,True
"Congratulations to @FoxNews, you left @CNN &amp; @MSNBC in the dust (that’s because the don’t tell the truth!). https://t.co/C87eV3Zp7B",2019-10-31 12:50:35,en,False
"🎉🍾 Congratulations @GregGutfeldShow 
#1 show in cable news Saturday 18-49 &amp; 25-54 demos
Also 1.8M tuned in to the ""King Of Late Night"" 

@greggutfeld @KatTimpf @PlanetTyrus 
@joemachi &amp; @PeteHegseth 

Wanna be part of the studio audience?
https://t.co/dbwYCAQatZ https://t.co/0SfjeoCXTL",2019-10-31 12:40:13,en,True
Joe Biden Repeatedly Asked Agencies To Do What Son's Clients Wanted https://t.co/J96lmY8xcv,2019-10-31 12:34:31,en,True
THE HEADLINER: @AriFleischer responds to Joe Biden and Beto O'Rourke's criticism of President Trump taking credit for the killing of Abu Bakr al-Baghdadi #nine2noon https://t.co/WsHffUILQ6,2019-10-31 12:34:07,en,True
There was a time when MSM would have gone into a feeding frenzy against a Congressman who stopped the other party from asking Qs. Not to mention MSM would have raised a storm about secret hearings w secret transcripts. Not any more. MSM now takes sides. https://t.co/p3YqPBCR3S,2019-10-31 12:33:51,en,True
Watch: “Joe Biden is the wrongest person on earth to be talking about al-Baghdadi’s raid. He’s the man who opposed the raid against Osama Bin Laden. Biden’s foreign policy judgment has been poor for three decades.” — @AriFleischer on criticism of Trump. https://t.co/Whl9C9eszU,2019-10-31 12:32:40,en,True
Thank you Matt. https://t.co/vDZqYIrgBy,2019-10-31 12:29:24,en,False
".....to any President, of either party, again. Laura @IngrahamAngle",2019-10-31 12:20:13,en,False
"...never be allowed to roll into a winter showtrial. Indeed, allowing a long, drawn out trial in the Senate would merely validate and perpetuate the fraud begun in the House. The crisis is of the Democrats own making, and it’s up to Republicans to make sure this never happens....",2019-10-31 12:20:13,en,False
".....the Dems have selectively leaked. Nor was there any corrupt intent on the part of the President. Remember, the President knew that that call was being heard and documented by many people. Anyone with intent would be a tad more discreet, don’t you think? This farce should....",2019-10-31 12:20:12,en,False
"“Now is the time for Republicans to stand together and defend the leader of their party against these smears. It would be one thing if there were any indication of an underlying crime, but there is not-not in the transcripts, and not in the secret witness testimony that.....",2019-10-31 12:20:12,en,False
Congratulations to the Washington Nationals on a great season and an incredible World Series. Game 7 was amazing! @Nationals,2019-10-31 04:49:56,en,False
"Thank you Daily Wire. Very cute recreation, but the “live” version of Conan will be leaving the Middle East for the White House sometime next week! https://t.co/Z1UfhxsSpT",2019-10-31 04:36:04,en,False
The Do Nothing Democrats have gone Crazy. Very bad for USA! https://t.co/3zApgOOA7I,2019-10-31 04:17:08,en,False
https://t.co/z0I7wBsgTP,2019-10-31 01:26:48,und,False
"""The Democrats have been on this path for 3 years. The first headline I saw...before the President was sworn in was that the Impeachment process was beginning...so this is just further evidence that this is what they had in mind from the very beginning."" @senatemajldr https://t.co/scFWSh47Bq",2019-10-30 20:42:43,en,False
Thank you @GLFOP! https://t.co/IpoUY7QPM2,2019-10-30 20:21:54,en,False
"“Adam Schiff’s drive to impeach Trump based on opinions, deception and illusions – Not facts” @GreggJarrett https://t.co/N31CGYraYP",2019-10-30 19:54:02,en,False
We will be having a big rally for Governor @MattBevin on Monday night in Kentucky. Get your tickets today! https://t.co/uoPhCLGHpH,2019-10-30 19:49:44,en,False
"....Your current Governor, John Bel Edwards, has done a poor job with economic development (last in nation) and auto insurance (highest in nation) wants to raise your taxes BIG - vote for Eddie starting Saturday!",2019-10-30 18:44:32,en,False
"Early voting in Louisiana for a man who will be a Great Governor, @EddieRispone, on Saturday, November 2nd. He will get your Auto Insurance and Taxes way down. He will protect your Military, Vets, Second Amendment and Energy....",2019-10-30 18:44:32,en,False
AMERICAN HERO! https://t.co/XCCa2sGfsZ,2019-10-30 17:54:14,es,False
"Thank you @GM, @FiatChrysler_NA, @Toyota, and @GloblAutomkrs for standing with us for Better, Cheaper, Safer Cars for Americans. California has treated the Auto Industry very poorly for many years, harming Workers and Consumers. We are fixing this problem! https://t.co/cf6I1e0yjQ",2019-10-30 17:19:56,en,False
"...our Military, 2nd Amendment, Energy, and so many other things that the Democrats don’t care about. Please stop the Dems from hurting a very good and hard-working man!

https://t.co/uUnWOtVxBV",2019-10-30 17:16:26,en,False
"My friend Mike @GovDunleavy of the Great State of Alaska, is being treated very unfairly by the Democrats because he is doing an unbelievable job and fulfilling every one of his promises. Now they are trying to Recall him because his agenda is the Economy, Jobs, and protecting...",2019-10-30 17:16:26,en,False
"....the United States Military. Congress needs to do its work. We need to fund our Armed Forces.”  @senatemajldr Mitch McConnell.  The Dems are a lost cause. In 2020, we need a big, beautiful WIN (all three)! #MAGA",2019-10-30 14:51:35,en,False
“Our Country cannot afford for the Democrats in Congress to take a one year vacation from any productive legislation just because they would rather obsess over Impeachment. ISIS &amp; other radical terrorists are not going to hit the pause button because Democrats won’t fund......,2019-10-30 14:51:34,en,False
"“Precisely the same program that the Democrats are trying to  Impeach President Trump for supposedly slow walking, tomorrow, right here in the Senate, they (the Dems) say they’re going to filibuster for the exact same program.” @senatemajldr Mitch McConnell. Do Nothing Democrats!",2019-10-30 14:32:46,en,False
Yesterday’s Never Trumper witness could find NO Quid Pro Quo in the Transcript of the phone call. There were many people listening to the call. How come they (including the President of Ukraine) found NOTHING wrong with it. Witch Hunt!,2019-10-30 12:59:14,en,False
A Federal Judge is allowing the Nick Sandman libel suit to move forward against the thoroughly disgusting Washington Post (which is no longer available at the White House!). He could now have a good chance of winning. Go Nick!,2019-10-30 12:26:21,en,False
“It does appear it has to do with Nancy Pelosi retaining her Speakership in the next Congress. She would like that so she’s going to put it to a vote because that’s what her political left really wants.” @SteveDoocy @foxandfriends  A disgraceful use of Impeachment. Will backfire!,2019-10-30 12:17:21,en,False
The Greatest Economy in American History!,2019-10-30 11:38:06,en,False
"Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party. Our Polls show that it is going to be just the opposite. The Do Nothing Dems will lose many seats in 2020. They have a Death Wish, led by a corrupt politician, Adam Schiff!",2019-10-30 11:35:45,en,True
Just confirmed that Abu Bakr al-Baghdadi’s number one replacement has been terminated by American troops. Most likely would have taken the top spot - Now he is also Dead!,2019-10-30 11:35:22,en,True
"95% Approval Rating in the Republican Party, a record. Thank you!",2019-10-30 11:32:56,en,True
".....the call with the Ukrainian President was a totally appropriate one. As he said, “No Pressure.” This Impeachment nonsense is just a continuation of the Witch Hunt Hoax, which has been going on since before I even got elected. Rupublicans, go with Substance and close it out!",2019-10-30 11:32:09,en,False
"Republicans are very unified and energized in our fight on the Impeachment Hoax with the Do Nothing Democrats, and now  are starting to go after the Substance even more than the very infair Process because just a casual reading of the Transcript leads EVERYBODY to see that.....",2019-10-30 11:32:09,en,False
"Democrats go 4+ weeks with a secretive, free for all, no rules impeachment process—and now try to save face with a short on substance resolution that only pretends to give the minority rights and blows up precedent.

Americans will see right through this. What a debacle.",2019-10-30 04:03:23,en,True
Days since @RepAdamSchiff learned the identity of the whistleblower: 78 https://t.co/YKSa5rpGPs,2019-10-30 03:09:07,en,True
"MUST-READ: ""Gaetz: 'Donald Trump Is Innocent, and the Deep State Is Guilty'""

https://t.co/FXSdXJjLS2",2019-10-30 03:09:05,en,True
Adam Schiff wants to impeach @RealDonaldTrump for not going along with the “impeachment” inquiry that even Democrats have now admitted is unauthorized? https://t.co/gGOJZ8oVTM,2019-10-30 03:08:59,en,True
"After seven weeks of running a communist-style, ultra-partisan effort to undo the 2016 election results under the disguise of a sham impeachment process, @SpeakerPelosi claims she wants to now add transparency to a widely discredited process. (1/4)",2019-10-30 03:08:54,en,True
"Now Pelosi &amp; Schiff want to pretend they are being transparent—after they corrupted &amp; tainted the process for weeks in secret, keeping information from Members of Congress &amp; the American people. Give me a break. Seems a little late for that.",2019-10-30 03:08:50,en,True
"Nancy Pelosi's impeachment resolution further restricts the participation of duly elected Members of Congress from their partisan Witch Hunt. Democrats refuse to provide basic due process to @realDonaldTrump, and are just trying to legitimize an already illegitimate inquiry.",2019-10-30 03:08:42,en,True
"Once again, @SpeakerPelosi proves that Democrats have no intention of giving @realdonaldtrump a fair shake in this ""impeachment inquiry.""

This phony resolution is devoid of due process, limits member participation even further, &amp; empowers @RepAdamSchiff to call all of the shots.",2019-10-30 03:08:32,en,True
"Dems’ impeachment resolution:

-Cuts Oversight and Foreign Affairs out of public hearings
-Pretends to give @DevinNunes subpoena authority, subject to Schiff’s approval
-No Due Process for the WH
-Doesn’t undo the damage of Schiff’s biased and unfair sham",2019-10-30 03:08:30,en,True
"This resolution is a bogus attempt to legitimize an “impeachment” effort that doesn’t offer real fairness, due process, or transparency.

Democrats can’t un-poison the well.",2019-10-30 03:08:28,en,True
"This impeachment resolution just introduced is fatally flawed. Just another awful misstep by House Dems running a circus, fueled by blind hate of the President, and lacking legitimacy, credibility, transparency and fairness. https://t.co/p3ImWe6xAd",2019-10-30 03:08:26,en,True
🇺🇸 God bless the incredible Men and Women who serve our country. God bless America. Justice served! https://t.co/2LmECI38K3,2019-10-30 03:08:22,en,True
"Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party. Our Polls show that it is going to be just the opposite. The Do Nothing Dems will lose many seats in 2020. They have a Death Wish, led by a corrupt politician, Adam Schiff!",2019-10-29 15:14:30,en,False
"“Over in Europe and Japan they have NEGATIVE RATES. They get paid to borrow money. Don’t we have to follow our competitors?” @Varneyco  Yes we do. The Fed doesn’t have a clue! We have unlimited potential, only held back by the Federal Reserve. But we are winning anyway!",2019-10-29 15:13:58,en,False
Consumer Confidence number very good. Housing sales in September up nicely. Economy Rocks!,2019-10-29 14:12:47,en,False
"A great new book just out, “The Plot Against the President. The True Story Of How Congressman Devin Nunez Uncovered the Biggest Political Scandal In U.S. History.” Shows very bad and corrupt people on the other side. Check it out!",2019-10-29 13:34:15,en,False
Just confirmed that Abu Bakr al-Baghdadi’s number one replacement has been terminated by American troops. Most likely would have taken the top spot - Now he is also Dead!,2019-10-29 13:29:44,en,False
"95% Approval Rating in the Republican Party, a record. Thank you!",2019-10-29 13:20:20,en,False
"Supposedly, according to the Corrupt Media, the Ukraine call “concerned” today’s Never Trumper witness. Was he on the same call that I was? Can’t be possible! Please ask him to read the Transcript of the call. Witch Hunt!",2019-10-29 13:09:14,en,False
"On Inauguration Day 2017, Team Trump has zero idea how many career staff working inside the Admin—WH, State, IC, other agencies—would be working 24/7 to undermine his agenda.  #Swamp",2019-10-29 12:49:28,en,True
"When the Left loses power, their answer is always to limit speech.  Never works. https://t.co/RLVWZIC41d",2019-10-29 12:47:53,en,True
"How many more Never Trumpers will be allowed to testify about a perfectly appropriate phone call when all anyone has to do is READ THE TRANSCRIPT! I knew people were listening in on the call (why would I say something inappropriate?), which was fine with me, but why so many?",2019-10-29 12:47:27,en,False
"The Do Nothing Democrats are working hard to make everyone forget the Best Economy Ever, the monumental weekend raid, Tax Cuts, the Rebuilding of our Military, etc. The Impeachment Hoax is a disgrace. Read the transcript!",2019-10-29 12:25:01,en,False
"Where’s the Whistleblower? Just read the Transcript, everything else is made up garbage by Shifty Schiff and the Never Trumpers!",2019-10-29 12:19:23,en,False
"While Democrats continue to leak false narratives, here’s what the actual witness interviews would show you: 

- No aid was ever traded for any political investigations
- Ukraine aid continued to flow WITHOUT new investigations  
- There is zero basis for impeachment",2019-10-29 11:59:06,en,True
"Democrats have undermined the fairness of this unauthorized impeachment inquisition of @POTUS @realDonaldTrump with their secret hearings, leaks of selective testimony, &amp; lack of due process. They're only fixated on their insatiable desire to impeach the President. https://t.co/rioTXJhVXg",2019-10-29 11:58:54,en,True
".@POTUS recognizing @theiacp Officer of the Year finalists for their heroism and  commitment to keeping our communities safe.  

Thank you Mr President for supporting our officers. @ChandlerPolice @cityofchandler https://t.co/YERdvSkcc4",2019-10-29 11:57:16,en,True
"The ship has already sailed on having a fair and transparent process. @RepAdamSchiff poisoned the well on day one.

The time for a vote was a MONTH ago! This is like the referee showing up halfway into a football game.

#StopTheSchiffShow https://t.co/UH10zgkRIj",2019-10-29 11:56:48,en,True
"House Democrats now suddenly saying they'll vote on an impeachment resolution to “ensure transparency” is rich—considering they've spent weeks conducting interviews in secret, leaking their own talking points while locking down any and all information that benefits the President",2019-10-29 11:56:27,en,True
"Schiff-style impeachment: Dems hide testimony behind secure doors &amp; leak info vital to their false narrative, driving the lies against @realDonaldTrump. As the radical left moves towards impeachment, they attempt to overturn the will of the American voters, in total secrecy.",2019-10-29 11:55:48,en,True
Speaker Pelosi's announcement today acknowledges Adam Schiff’s free-wheeling impeachment inquiry is devoid of rules and lacks legitimacy. Schiff’s anarchic impeachment sham has devolved into mayhem and is entirely antithetical to constitutional principles.,2019-10-29 11:55:10,en,True
"A live look at House Democrats trying to impeach President @realDonaldTrump. First Russia, then obstruction, now Ukraine. Dems are throwing spaghetti at the wall and hoping something sticks. https://t.co/68Ec0KXslz",2019-10-29 11:54:48,en,True
"A vote now is a bit like un-Ringing a bell as House Democrats have selectively leaked information in order to damage President @realDonaldTrump for weeks.

https://t.co/tSmlvI6Ivt",2019-10-29 11:54:13,en,True
"Pelosi let Schiff hold secret hearings and leak misleading info to attack @realDonaldTrump for weeks. 

Now she wants a vote to ""formalize” a process that’s already tainted.

Dems aren't trying to change their Soviet-style impeachment process, they're formally endorsing it.",2019-10-29 11:53:58,en,True
"We’ve just learned House Democrats are moving the public impeachment hearings to the Intelligence Committee — taking it out of the normal jurisdiction (Judiciary Committee), cutting out GOP members who have spent the majority of time questioning witnesses till now

This is a sham",2019-10-29 11:53:42,en,True
"Thank you, @SpeakerPelosi, for finally acknowledging the fact that you attempted to deceive the American people into thinking you were conducting a fair impeachment inquiry. 

Just one problem: It’s impossible to undo 35 days of @RepAdamSchiff's secrecy, leaks, and innuendo.",2019-10-29 11:53:08,en,True
"I’m happy that House Democrats finally decided to hold a vote to open up a formal impeachment inquisition of @POTUS @realDonaldTrump. 

The problem they still face is that they’ve tainted the process in a way that has divided the country like no time in the last 100 or so years. https://t.co/LGEYCOfrye",2019-10-29 11:52:34,en,True
"“Democrats counter that Republicans are complaining about process because they can’t address the substance. But process is how you get to substance.”  —@wjmcgurn
 
We can’t trust Adam Schiff to find the facts when he can’t even deliver basic fairness.
 
https://t.co/AQQCOh0JOt",2019-10-29 11:51:30,en,True
"Mark is 100% spot on here. Ukraine didn’t even know there was a hold on aid until just before it was released. Schiff may be trying hard to write the world’s greatest parody, but it’s still just a parody. https://t.co/OF1PmJu7Jg",2019-10-29 11:50:30,en,True
"Pelosi now says there will be a vote Thu to authorize their impeachment inquiry. This should include minority subpoena rights, equal allocat. of staff, immediate release of all transcripts &amp; more. POTUS' counsel should be able to attend depos, present evidence &amp; quest. witnesses.",2019-10-29 11:50:03,en,True
"Schiff’s not a magician. Taylor’s 2nd, 3rd &amp; 4th hand claims don’t become 1st hand just bc this slippery fella says so. Also, there’s a little problem w that pesky, inconvenient reality called “the other 99% of the story”. Schiff’s relying on Americans to be idiots. They aren’t. https://t.co/se9ifCmhOt",2019-10-29 11:50:01,en,True
A great book by a great guy. Get it now! https://t.co/hwFtbpbIO0,2019-10-29 11:48:07,en,False
Congratulations to ⁦@LeeSmithDC⁩ on his new book “The Plot Against The President” ⁦@foxandfriends⁩ https://t.co/7iRZeDmuDw,2019-10-29 11:46:09,en,True
"""The Plot Against the President: The True Story of How Congressman Devin Nunes Uncovered the Biggest Political Scandal in U.S. History"" exposing the Russia collusion hoax isn't even officially out yet and it's #1 at Amazon. Congrats @LeeSmithDC! Comes out tomorrow. https://t.co/jCqlccnTEf",2019-10-29 11:45:03,en,True
"Correct, a total scam! https://t.co/klpmeAwm03",2019-10-29 11:44:36,en,False
"Pelosi announces they’ll finally vote to open the impeachment inquiry.

Codifying a sham process halfway through doesn’t make it any less of a sham process.",2019-10-29 11:43:40,en,True
"Dems plan to cut even more House members out of their ridiculous, unfair, and biased impeachment process.

Only Schiff's Intel Committee gets to participate. Even Oversight and Foreign Affairs get cut out!

What are Dems afraid of? https://t.co/DSwxc7T9Vg",2019-10-29 11:42:57,en,True
Why are people that I never even heard of testifying about the call. Just READ THE CALL TRANSCRIPT AND THE IMPEACHMENT HOAX IS OVER! Ukrain said NO PRESSURE. https://t.co/VYmW8bYcgS,2019-10-29 11:42:13,en,False
"“Trump just called them out on it and he’s getting practically standing ovations for it, in Chicago. He’s standing up for the cops. He’s standing up for the beat cops, the patrol cops, the detectives...” 
Rush Limbaugh https://t.co/d26Go3VRmB",2019-10-29 11:37:11,en,True
".@realDonaldTrump: “Nationwide injunctions undermine our entire immigration system. It is not job of judges to impose their political views, job is to apply the law...I have appointed more than 150 judges committed to upholding laws, the Constitution as written.” #IACP2019",2019-10-29 11:36:49,en,True
"The only crimes in the Impeachment Hoax were committed by Shifty Adam Schiff, when he totally made up my phone conversation with the Ukrainian President and read it to Congress, together with numerous others on Shifty’s side. Schiff should be Impeached, and worse!",2019-10-29 11:36:23,en,True
"The Swamp boos Trump, while Middle America Cheers #IngrahamAngle ⁦@FoxNews⁩

https://t.co/r9tZoxRUYa",2019-10-29 11:35:45,en,True
"The idea that politicians need to be briefed on a military operation while young men &amp;women are risking their lives is ridiculous. When I was Speaker, there were operations I wasn't briefed on until over. Pelosi knows this, but couldn't resist an opportunity to attack Pres. Trump https://t.co/09gXilIxK5",2019-10-29 11:34:31,en,True
"Pres denounces attacks on police officers. “An attack on law enforcement is an attack on all Americans,"" says @POTUS. And he is cheered by his audience of police chiefs when he says that criminals who murder our police should get the death penalty.",2019-10-29 11:33:50,en,True
".@realDonaldTrump's speech to IACP is one of the most pro America, pro Law Enforcement platforms I've ever heard from a POTUS. 

It's outstanding",2019-10-29 11:33:14,en,True
"“This is a big win for America, and also for President Trump.” @nypost",2019-10-29 04:06:05,en,False
"The only crimes in the Impeachment Hoax were committed by Shifty Adam Schiff, when he totally made up my phone conversation with the Ukrainian President and read it to Congress, together with numerous others on Shifty’s side. Schiff should be Impeached, and worse!",2019-10-29 03:58:04,en,False
"“There is no underlying crime in that transcript.” @IngrahamAngle  100% correct, and the Whistleblower disappeared after I released the transcript of the call. Where is the Whistleblower? That is why this is now called the Impeachment Hoax! The Do Nothing Dems are Doing Nothing!",2019-10-29 03:50:28,en,False
"“Americans know by now that the Impeachment inquiry is just another hoax and silent coup to remove the President from office.” J.J. Crovatto  Don’t worry J.J., Schiff is a leaker &amp; corrupt politician who made up what I said on the call in order to hurt the Republican Party &amp; me!",2019-10-29 03:38:48,en,False
"Can you believe that Shifty Adam Schiff, the biggest leaker in D.C., and a corrupt politician, is upset that we didn’t inform him before we raided and killed the #1 terrorist in the WORLD!? Wouldn’t be surprised if the Do Nothing Democrats Impeach me over that! DRAIN THE SWAMP!!",2019-10-28 21:22:32,en,False
"It’s been 34 days since Nancy Pelosi unilaterally declared her impeachment inquiry.
 
Today’s backtracking is an admission that this process has been botched from the start.

We will not legitimize the Schiff/Pelosi sham impeachment.",2019-10-28 21:02:10,en,True
"@SidneyPowell1 @KerriKupecDOJ Lisa Page lied to the DOJ about her edits to the Flynn 302.

""Page didn't recall whether she took part in editing the FD-302""

Upon seeing her texts, she ""believes she must have seen it at some point..."" https://t.co/fgMaZcWnWa",2019-10-28 20:50:11,en,True
"THE LIST: 8 Ways the Mueller Witchhunt and Lying Schiff’s Sham Impeachment Are Identical, Corrupt and Unconstitutional https://t.co/oSH3VlLBwe",2019-10-28 20:47:35,en,True
"Crooked Impeachment Witness Bill Taylor Led Ukraine Delegation for Group Advised by Hunter Biden. Taylor also initiated fake ""contemporaneous"" texts &amp; cables in both the Firtash case &amp; in support of the Trump WB hoax. https://t.co/YYRnD9zZGS",2019-10-28 20:47:32,en,True
"Why I am a Trump Supporter...
@realDonaldTrump 
#Trump2016 https://t.co/L4x4udy63J",2019-10-28 20:44:55,en,True
"So nice, thank you! https://t.co/UjgDeHSK7C",2019-10-28 20:36:10,en,False
"• No quid pro quo
• No pressure

@Jim_Jordan &amp; @RepMarkMeadows agree that it's time for @RepAdamSchiff's #impeachment charade to end. https://t.co/a954JV0liX",2019-10-28 20:20:36,en,True
"We have declassified a picture of the wonderful dog (name not declassified) that did such a GREAT JOB in capturing and killing the Leader of ISIS, Abu Bakr al-Baghdadi! https://t.co/PDMx9nZWvw",2019-10-28 20:02:56,en,False
An AMAZING CHAMPION. Great going Tiger! @TigerWoods https://t.co/GdmcpMG42s,2019-10-28 16:59:00,en,False
THANK YOU #IACP2019! https://t.co/iUr5OpgT7X,2019-10-28 16:54:09,en,False
https://t.co/7esnNSoa5D,2019-10-28 16:52:58,und,True
President @realDonaldTrump proved to the world last night that our fight against ISIS is unrelenting. https://t.co/gX1sqRRZHX,2019-10-28 16:51:44,en,True
